titulo,precio,marca,link,fecha_scraping
Notebook Asus E410ka 14  Intel Celeron N4500 4gb 64gb W11,410.525,ASUS,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=QcOMQNa1B4a1yETirAHU4s1yX33ElW8YZezr9d7c%2BgSJ3NB1wEVbU96C9fU0W6YbPpB49BTjdG%2BGwAJyIK2EBkqn%2FTjl81ycFpLT2SN%2Btk87XYj2LP4LQGlQ9FH3anQU8MmZkda7270t53vR2xvh%2BpwUWkfBf3yfRFVaxMXuG3KzP%2Fxs4g9fIPDa3M%2Fa7ly4spEstFWPiouGs1M94yMYlwqsppMfzCyeI44pA0sUKAm7jvkfW9iV4B5RxuuMLrNPm1SEZf7OlxKN%2BZaGRrFZvYn4cruJXc4WLTrh7AvKWjVJEe4NL%2F7TEWfgintauetB%2BQ6tBV9kSmcZf3jaYIMPjoPSabcHt%2Fd15PisAb7%2Bo8FgYlLA53pxD4TgBt3fnLOlrdG4H0B7VSyf77dsGxtIt%2Bp7Fe%2Fq3MK%2FSOmy9iRBD9yboej9vASH84i9HxpDpaHxz9136o9y%2BFksWoySql8H5vW5d3Yr8C4QhwN%2B4kIcw2Lo4q5m5MD1hkB7%2FYpMs%2By5Y3MJTonSDMEiTocE9MMipvwsSrCxBjMvTtZGVH%2F5i2nKMcKiOqMHZabnp21fyqTlh2LlKkUfbTJLSQOkgWeySGAuwHPaloiHiVdt7XIyypLtFap1jr7B0BWcVDBYVuNj%2BrWw8Fzt0fOLczSXLmAIslWfQ2iz9R3dN7Ki%2FgZGFxtLYg8yCvgPeQKBBoMxHMS9&rb=x#polycard_client=search-nordic&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
Notebook I5 Reacondicionada 8gb Ssd256 Ideal Estudio Trabajo,430.000,HP,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=f2TsPDgx4CLpk2eZqlRndec0Uow9mFlA3SlRgAv3DWi7RpvyLmRokdsIlCfjseDJxp7U1kPT7gReJx87szbJun1L%2BlBrIANBq5XgGjtex9nNHKO5bVc0kQ2ttX3JD3pbTwueGooXBBcNRjM73ENETho8WsDf1TIOA9MTb1ZSHsjN2IDlbKwh9RmPStxdhqMDmafuyaTJgaFc%2F53LUw6EeEWlETYy8wgjOnakioPuxJyWI3roxcW%2BLoy47zUEdeBflQ6O%2BC7oUkMtDhlyYO6aSKIp%2BzcHiuuAsZTFMQVlt%2FbguqLC8YLW1ITRrqlBrE0E3%2F262blbWErwV4aojQ4LtPlh6%2FJbM3K0fsiGS6Z0Oq2x94SyjJ%2BhTIF%2FIpo3hGzkY%2BzIKlu5jvH2mPCKFd11WjxhLNOQ%2B2BOGpjhIIzMMp6dxm%2FAH9mMTKTbYg3%2FKkGyWiq6n7c%2Bdq6hTp8VilBdl8b1LwXgUnt2%2BMFXDyS5JPsWQtHQA2oUYaauIjGfL8%2BnZqoUf2cB8BC%2FmCnqCN3IZvbuZrVPwnWlAVcq6Z69pPngQKAKK5wBeMqKcOhU0ewBSVV5Ujkjb94faoJKsNX%2FNB%2FXP5yIbD4tSISMMJYUQ8fw313YNSMpygf%2Fhy0IgIrtPFYcFsuUwsrbajYjN3tBThUOlIM8GWUX2SOdtesqdcPCE6uVat1mr3O4PMSVKW%2B92IYKIA%3D%3D&rb=x#polycard_client=search-nordic&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
"Notebook Ideapad 1 14igl7 Celeron N4020, 4gb, 128gb , Win11 Color Gris",547.999,LENOVO,https://www.mercadolibre.com.ar/notebook-ideapad-1-14igl7-celeron-n4020-4gb-128gb-win11-color-gris/p/MLA29005170#polycard_client=search-nordic&wid=MLA1752817886&sid=search&searchVariation=MLA29005170&position=7&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
Notebook Enova Amd Ryzen 240 Gb 5 5560u 8gb Ram W11,689.999,No especificada,https://www.mercadolibre.com.ar/notebook-enova-amd-ryzen-240-gb-5-5560u-8gb-ram-w11/p/MLA36710221#polycard_client=search-nordic&wid=MLA1852382912&sid=search&searchVariation=MLA36710221&position=3&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
Notebook Vaio Intel Core I7 1255u W11 16gb 512gb Ssd Fe15 Color Gris Oscuro,1.689.990,No especificada,https://www.mercadolibre.com.ar/notebook-vaio-intel-core-i7-1255u-w11-16gb-512gb-ssd-fe15-color-gris-oscuro/p/MLA38942319#polycard_client=search-nordic&wid=MLA1876627618&sid=search&searchVariation=MLA38942319&position=5&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
Notebook Gamer Asus Tuf Intel I5 16gb 512ssd Rtx2050 Win 11 Color Negro,1.657.894,ASUS,https://www.mercadolibre.com.ar/notebook-gamer-asus-tuf-intel-i5-16gb-512ssd-rtx2050-win-11-color-negro/p/MLA36495749#polycard_client=search-nordic&wid=MLA1944854038&sid=search&searchVariation=MLA36495749&position=8&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
Notebook Asus Vivobook 16 X1605za Intel Core I5-1235u 24 Gb Ddr4 512 Gb Ssd 40.6 Cm (16 ) Wuxga 1920x1200px Ips Intel Iris Xe Graphics Wi-fi 6 (802.11ax) Teclado Español Windows 11 Home Color Silver,1.633.499,ASUS,https://www.mercadolibre.com.ar/notebook-asus-vivobook-16-x1605za-intel-core-i5-1235u-24-gb-ddr4-512-gb-ssd-406-cm-16-wuxga-1920x1200px-ips-intel-iris-xe-graphics-wi-fi-6-80211ax-teclado-espanol-windows-11-home-color-silver/p/MLA41764914#polycard_client=search-nordic&wid=MLA1939889226&sid=search&searchVariation=MLA41764914&position=10&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
Notebook Asus E410ka 14  Intel Celeron N4500 4gb 64gb W11,410.525,ASUS,https://articulo.mercadolibre.com.ar/MLA-1455892105-notebook-asus-e410ka-14-intel-celeron-n4500-4gb-64gb-w11-_JM#polycard_client=search-nordic&position=51&search_layout=stack&type=item&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
Laptop Lenovo Ideapad 3 15iau7 Intel Ci7-1255u 512gb Ssd 16gb Ram Windows 11 Home Pantalla Touch 1920 Px X 1080 Px,1.803.999,LENOVO,https://www.mercadolibre.com.ar/laptop-lenovo-ideapad-3-15iau7-intel-ci7-1255u-512gb-ssd-16gb-ram-windows-11-home-pantalla-touch-1920-px-x-1080-px/p/MLA42447053#polycard_client=search-nordic&wid=MLA1458691349&sid=search&searchVariation=MLA42447053&position=4&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
Notebook Kanji 15.6 Intel Celeron N4020 128gb Emmc 4gb Ram Color Negro,423.444,No especificada,https://www.mercadolibre.com.ar/notebook-kanji-156-intel-celeron-n4020-128gb-emmc-4gb-ram-color-negro/p/MLA29531841#polycard_client=search-nordic&wid=MLA1459665459&sid=search&searchVariation=MLA29531841&position=9&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
Notebook Lenovo Ideapad 1 15alc7 Amd Ryzen 5 5500u 16gb De Ram 512gb Ssd Pcie 1920 X 1080 Px Amd Radeon Graphics Freedos Color Abyss Blue,1.615.499,LENOVO,https://www.mercadolibre.com.ar/notebook-lenovo-ideapad-1-15alc7-amd-ryzen-5-5500u-16gb-de-ram-512gb-ssd-pcie-1920-x-1080-px-amd-radeon-graphics-freedos-color-abyss-blue/p/MLA42375553#polycard_client=search-nordic&wid=MLA1457559475&sid=search&searchVariation=MLA42375553&position=11&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
Notebook Samsung Galaxy Book3 15.6 Intel Core I3 6 Núcleos 8gb 256gb Color Silver,1.059.999,SAMSUNG,https://www.mercadolibre.com.ar/notebook-samsung-galaxy-book3-156-intel-core-i3-6-nucleos-8gb-256gb-color-silver/p/MLA24848233#polycard_client=search-nordic&wid=MLA1937762734&sid=search&searchVariation=MLA24848233&position=6&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
Notebook Cx Cx30482 Negra 15.6 Intel Core I3 1025g1 8gb De Ram 256gb Ssd Full Hd Intel Graphics 1920x1080px,893.699,No especificada,https://www.mercadolibre.com.ar/notebook-cx-cx30482-negra-156-intel-core-i3-1025g1-8gb-de-ram-256gb-ssd-full-hd-intel-graphics-1920x1080px/p/MLA36682742#polycard_client=search-nordic&wid=MLA1456416203&sid=search&searchVariation=MLA36682742&position=15&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
"Notebook Chuwi HeroBook Pro 14.1"" color space gray 8GB de Ram - 256GB SSD - 256GB HDD - Intel Celeron",400.686,No especificada,https://www.mercadolibre.com.ar/notebook-chuwi-herobook-pro-141-color-space-gray-8gb-de-ram-256gb-ssd-256gb-hdd-intel-celeron/p/MLA17892779#polycard_client=search-nordic&wid=MLA1625194712&sid=search&searchVariation=MLA17892779&position=20&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
"Notebook Lenovo Ideapad Slim 3 15,6 Ryzen 3 8gb 256ssd W11 Color Azul",886.647,LENOVO,https://www.mercadolibre.com.ar/notebook-lenovo-ideapad-slim-3-156-ryzen-3-8gb-256ssd-w11-color-azul/p/MLA37826538#polycard_client=search-nordic&wid=MLA1940503362&sid=search&searchVariation=MLA37826538&position=37&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
Notebook Hp 255 G10 Ryzen 5 7530u 32gb Ddr4 Ram 1tb Ssd Gráficos Amd Radeon 15.6 1366 X 768 Hd Free Color Negro,1.745.999,HP,https://www.mercadolibre.com.ar/notebook-hp-255-g10-ryzen-5-7530u-32gb-ddr4-ram-1tb-ssd-graficos-amd-radeon-156-1366-x-768-hd-free-color-negro/p/MLA41993713#polycard_client=search-nordic&wid=MLA1936383610&sid=search&searchVariation=MLA41993713&position=34&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
Notebook Lenovo Yoga Slim 6 Core I5 16gb 512gb W11 Color Gris,2.399.999,LENOVO,https://www.mercadolibre.com.ar/notebook-lenovo-yoga-slim-6-core-i5-16gb-512gb-w11-color-gris/p/MLA36820406#polycard_client=search-nordic&wid=MLA1926648194&sid=search&searchVariation=MLA36820406&position=35&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
"Notebook Lenovo Ideapad Amd Ryzen 5 5500u (4.0 Ghz), 16gb Ram, 512gb Ssd, Pantalla 15.6  Full Hd",1.199.990,LENOVO,https://www.mercadolibre.com.ar/notebook-lenovo-ideapad-amd-ryzen-5-5500u-40-ghz-16gb-ram-512gb-ssd-pantalla-156-full-hd/p/MLA40378219#polycard_client=search-nordic&wid=MLA1908350786&sid=search&searchVariation=MLA40378219&position=29&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
Notebook Lenovo V15 Core I5 13420h 16gb 512gb 15 Fhd Win11h Color Busines Black,1.189.999,LENOVO,https://www.mercadolibre.com.ar/notebook-lenovo-v15-core-i5-13420h-16gb-512gb-15-fhd-win11h-color-busines-black/p/MLA39286531#polycard_client=search-nordic&wid=MLA1444435869&sid=search&searchVariation=MLA39286531&position=23&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
"Notebook Bangho Intel Core I5 15,6 8gb Ssd 240gb Gamer Csi",826.344,No especificada,https://www.mercadolibre.com.ar/notebook-bangho-intel-core-i5-156-8gb-ssd-240gb-gamer-csi/p/MLA22250531#polycard_client=search-nordic&wid=MLA1611404652&sid=search&searchVariation=MLA22250531&position=30&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
Notebook Lenovo Ideapad 1 14igl7 4gb Ram Ddr4 500gb Ssd Emmc 14 Intel Celeron N4020 Windows 11 Home Gráficos Integrados Intel Uhd Color Plateado,877.499,LENOVO,https://www.mercadolibre.com.ar/notebook-lenovo-ideapad-1-14igl7-4gb-ram-ddr4-500gb-ssd-emmc-14-intel-celeron-n4020-windows-11-home-graficos-integrados-intel-uhd-color-plateado/p/MLA41996993#polycard_client=search-nordic&wid=MLA1936293590&sid=search&searchVariation=MLA41996993&position=25&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
Notebook Hp 255 G10 Amd Ryzen 3 7330u 32 Gb Ddr4 1 Tb Ssd 39.6 Cm (15.6 ) 1366x768px Radeon Graphics Rx Vega 6 Wi-fi 6 (802.11ax) Teclado Español Windows 11 Home Color Gris Ceniza,1.258.699,HP,https://www.mercadolibre.com.ar/notebook-hp-255-g10-amd-ryzen-3-7330u-32-gb-ddr4-1-tb-ssd-396-cm-156-1366x768px-radeon-graphics-rx-vega-6-wi-fi-6-80211ax-teclado-espanol-windows-11-home-color-gris-ceniza/p/MLA39460284#polycard_client=search-nordic&wid=MLA1445526665&sid=search&searchVariation=MLA39460284&position=27&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
Notebook V-Series V15 G3 color gris 16GB de Ram - 480GB SSD - Intel Core i5,1.814.999,LENOVO,https://www.mercadolibre.com.ar/notebook-v-series-v15-g3-color-gris-16gb-de-ram-480gb-ssd-intel-core-i5/p/MLA26983225#polycard_client=search-nordic&wid=MLA1427957477&sid=search&searchVariation=MLA26983225&position=13&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
Notebook Dell Inspiron 15 3520 Intel Core I5-1135g7 15.6  Full Hd 120 Hz Ips Intel Iris Xe Graphics 80eu 16 Gb Ddr4 512 Gb Ssd Wi-fi 5 (802.11ac) Teclado Español Windows 11 Color Plateado,1.667.249,DELL,https://www.mercadolibre.com.ar/notebook-dell-inspiron-15-3520-intel-core-i5-1135g7-156-full-hd-120-hz-ips-intel-iris-xe-graphics-80eu-16-gb-ddr4-512-gb-ssd-wi-fi-5-80211ac-teclado-espanol-windows-11-color-plateado/p/MLA39434935#polycard_client=search-nordic&wid=MLA1896404920&sid=search&searchVariation=MLA39434935&position=14&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
Notebook Lenovo Ideapad1 15alc7 Ryzen 7 24gb Ram Ddr4 512gb Ssd Pcie Amd Radeon Graphics 1920 X 1080 Px Full Hd Freedos Color Abbys Blue,1.762.499,LENOVO,https://www.mercadolibre.com.ar/notebook-lenovo-ideapad1-15alc7-ryzen-7-24gb-ram-ddr4-512gb-ssd-pcie-amd-radeon-graphics-1920-x-1080-px-full-hd-freedos-color-abbys-blue/p/MLA42236163#polycard_client=search-nordic&wid=MLA1941899992&sid=search&searchVariation=MLA42236163&position=18&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
"Notebook Cx Cx30415 Negra 15.6 , Intel Core I3 1025g1 16gb De Ram 512gb Ssd, Intel Graphics 1920x1080px Fhd",971.999,No especificada,https://www.mercadolibre.com.ar/notebook-cx-cx30415-negra-156-intel-core-i3-1025g1-16gb-de-ram-512gb-ssd-intel-graphics-1920x1080px-fhd/p/MLA36263242#polycard_client=search-nordic&wid=MLA1424322389&sid=search&searchVariation=MLA36263242&position=17&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
Notebook Hp Pavilion 14-Dy2000la I7 1255u 8gb 512gb 14  Fhd Color Dorado,2.399.999,HP,https://www.mercadolibre.com.ar/notebook-hp-pavilion-14-dy2000la-i7-1255u-8gb-512gb-14-fhd-color-dorado/p/MLA24848107#polycard_client=search-nordic&wid=MLA1401701577&sid=search&searchVariation=MLA24848107&position=21&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
Notebook Lenovo Ideapad1 15alc7 Ryzen 7 16gb Ram Ddr4 1tb Ssd Pcie Amd Radeon Graphics 1920 X 1080 Px Full Hd Freedos Color Abbys Blue,1.891.499,LENOVO,https://www.mercadolibre.com.ar/notebook-lenovo-ideapad1-15alc7-ryzen-7-16gb-ram-ddr4-1tb-ssd-pcie-amd-radeon-graphics-1920-x-1080-px-full-hd-freedos-color-abbys-blue/p/MLA42258699#polycard_client=search-nordic&wid=MLA1942628794&sid=search&searchVariation=MLA42258699&position=12&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
"Apple MacBook Air (13 pulgadas, 2020, Chip M1, 256 GB de SSD, 8 GB de RAM) - Gris espacial",1.941.998,No especificada,https://www.mercadolibre.com.ar/apple-macbook-air-13-pulgadas-2020-chip-m1-256-gb-de-ssd-8-gb-de-ram-gris-espacial/p/MLA17828518#polycard_client=search-nordic&wid=MLA1406813660&sid=search&searchVariation=MLA17828518&position=19&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
Notebook Lenovo Ideapad Flex 5i 2 en 1 Intel Core I3 1215u 256 GB SSD 8 GB Pantalla Touchscreen Ips Táctil Windows 11,799.990,LENOVO,https://www.mercadolibre.com.ar/notebook-lenovo-ideapad-flex-5i-2-en-1-intel-core-i3-1215u-256-gb-ssd-8-gb-pantalla-touchscreen-ips-tactil-windows-11/p/MLA41728563#polycard_client=search-nordic&wid=MLA1457707809&sid=search&searchVariation=MLA41728563&position=26&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
Notebook Lenovo Thinkpad L15 Gen4 Ryzen 7 Pro 16gb Ssd 512gb,1.500.000,LENOVO,https://www.mercadolibre.com.ar/notebook-lenovo-thinkpad-l15-gen4-ryzen-7-pro-16gb-ssd-512gb/p/MLA27721352#polycard_client=search-nordic&wid=MLA1458767567&sid=search&searchVariation=MLA27721352&position=32&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
Lenovo Ideapad Amd Ryzen 5 5500u (4.0 Ghz) 8gb Ram 512gb Ssd Color Plateado,999.999,LENOVO,https://www.mercadolibre.com.ar/lenovo-ideapad-amd-ryzen-5-5500u-40-ghz-8gb-ram-512gb-ssd-color-plateado/p/MLA37328049#polycard_client=search-nordic&wid=MLA1940511630&sid=search&searchVariation=MLA37328049&position=22&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
"Notebook X515EA 15.6"" color slate gray 16GB de Ram - 1TB SSD - Intel Core i5",1.556.549,ASUS,https://www.mercadolibre.com.ar/notebook-x515ea-156-color-slate-gray-16gb-de-ram-1tb-ssd-intel-core-i5/p/MLA27957159#polycard_client=search-nordic&wid=MLA1821958180&sid=search&searchVariation=MLA27957159&position=24&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
Hp Victus 15-fb1013dx Amd Ryzen 5 8gb 512gb Ssd W11 Plata Color Mica Silver,1.300.000,HP,https://www.mercadolibre.com.ar/hp-victus-15-fb1013dx-amd-ryzen-5-8gb-512gb-ssd-w11-plata-color-mica-silver/p/MLA27968727#polycard_client=search-nordic&wid=MLA1447152107&sid=search&searchVariation=MLA27968727&position=31&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
Notebook Hp 255 G10 Ryzen 5 7530u 24gb Ddr4 Ram 1tb Ssd Gráficos Amd Radeon 15.6  1366 X 768 Hd Free Color Negro,1.655.999,HP,https://www.mercadolibre.com.ar/notebook-hp-255-g10-ryzen-5-7530u-24gb-ddr4-ram-1tb-ssd-graficos-amd-radeon-156-1366-x-768-hd-free-color-negro/p/MLA41238242#polycard_client=search-nordic&wid=MLA1920496248&sid=search&searchVariation=MLA41238242&position=16&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
Notebook Asus Vivobook 16 X1605 Intel Core I5 1235u Intel Iris Xe Graphics 40gb De Ram 1tb Ssd Pcie Nvme Windows 11 Home Color Gris,2.303.999,ASUS,https://www.mercadolibre.com.ar/notebook-asus-vivobook-16-x1605-intel-core-i5-1235u-intel-iris-xe-graphics-40gb-de-ram-1tb-ssd-pcie-nvme-windows-11-home-color-gris/p/MLA41539151#polycard_client=search-nordic&wid=MLA1453741381&sid=search&searchVariation=MLA41539151&position=28&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
"Notebook Lenovo Ideapad Slim 3 15,6 Ryzen 5 8gb 512ssd W11 Color Azul",1.999.968,LENOVO,https://www.mercadolibre.com.ar/notebook-lenovo-ideapad-slim-3-156-ryzen-5-8gb-512ssd-w11-color-azul/p/MLA37830419#polycard_client=search-nordic&wid=MLA1880587380&sid=search&searchVariation=MLA37830419&position=33&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
Laptop Asus 14 Pulgadas 4gb Ram 64gg Ssd Celeron N4500 W11 Color Azul Marino,339.990,ASUS,https://www.mercadolibre.com.ar/laptop-asus-14-pulgadas-4gb-ram-64gg-ssd-celeron-n4500-w11-color-azul-marino/p/MLA39987239#polycard_client=search-nordic&wid=MLA1460745027&sid=search&searchVariation=MLA39987239&position=36&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
Laptop Hp 245 G9 Amd Ryzen 3 3250u 8gb Ram 256gb Ssd 14p,1.211.999,HP,https://www.mercadolibre.com.ar/laptop-hp-245-g9-amd-ryzen-3-3250u-8gb-ram-256gb-ssd-14p/p/MLA22838449#polycard_client=search-nordic&wid=MLA1455673737&sid=search&searchVariation=MLA22838449&position=44&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
Notebook Acer Nitro 5 Intel Core I5 12450h 32gb De Ram Ssd 1tb Full Hd 1920x1080px 144hz Ips Nvidia Geforce Rtx 3050 4gb Gddr6 Teclado Español Windows 11 Color Negro Obsidian,2.751.599,ACER,https://www.mercadolibre.com.ar/notebook-acer-nitro-5-intel-core-i5-12450h-32gb-de-ram-ssd-1tb-full-hd-1920x1080px-144hz-ips-nvidia-geforce-rtx-3050-4gb-gddr6-teclado-espanol-windows-11-color-negro-obsidian/p/MLA38761923#polycard_client=search-nordic&wid=MLA1866338502&sid=search&searchVariation=MLA38761923&position=47&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
"Laptop Lenovo V15 G4 , Ryzen 5, Ram 16gb, Ssd 512gb, Español Color Gris",1.603.499,LENOVO,https://www.mercadolibre.com.ar/laptop-lenovo-v15-g4-ryzen-5-ram-16gb-ssd-512gb-espanol-color-gris/p/MLA28145912#polycard_client=search-nordic&wid=MLA1889893434&sid=search&searchVariation=MLA28145912&position=50&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
Notebook Core I3 Aiwa 15.6  256gb 8gb Ram Win 11 + Funda Color Gris,1.163.157,No especificada,https://www.mercadolibre.com.ar/notebook-core-i3-aiwa-156-256gb-8gb-ram-win-11-funda-color-gris/p/MLA25571522#polycard_client=search-nordic&wid=MLA1392920325&sid=search&searchVariation=MLA25571522&position=46&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
Notebook Acer Aspire 3 A315 I7 16gb 512gb Ssd 15.6 Full Hd Color Plateado,1.229.999,ACER,https://www.mercadolibre.com.ar/notebook-acer-aspire-3-a315-i7-16gb-512gb-ssd-156-full-hd-color-plateado/p/MLA39039013#polycard_client=search-nordic&wid=MLA1460240193&sid=search&searchVariation=MLA39039013&position=48&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
"Notebook Lenovo Ideapad 1 Amd Ryzen 5 5500u 24gb De Ram 1tb Ssd, Amd Radeon Graphics, 1920x1080, Español Latinoamérica, Windows 11 Home",1.780.499,LENOVO,https://www.mercadolibre.com.ar/notebook-lenovo-ideapad-1-amd-ryzen-5-5500u-24gb-de-ram-1tb-ssd-amd-radeon-graphics-1920x1080-espanol-latinoamerica-windows-11-home/p/MLA35831624#polycard_client=search-nordic&wid=MLA1749260820&sid=search&searchVariation=MLA35831624&position=49&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
"Notebook Inspiron 3515 15.5"" color plateado 16GB de Ram - 256GB SSD - 1TB HDD - AMD Ryzen 5",1.410.000,DELL,https://www.mercadolibre.com.ar/notebook-inspiron-3515-155-color-plateado-16gb-de-ram-256gb-ssd-1tb-hdd-amd-ryzen-5/p/MLA19472483#polycard_client=search-nordic&wid=MLA1461585959&sid=search&searchVariation=MLA19472483&position=38&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
Zenbook Pro 14 Duo Oled 14.5 Ux8402 I7-12700h 32gb 1tb Ssd Color Tech Black,3.314.999,ASUS,https://www.mercadolibre.com.ar/zenbook-pro-14-duo-oled-145-ux8402-i7-12700h-32gb-1tb-ssd-color-tech-black/p/MLA24151065#polycard_client=search-nordic&wid=MLA1425280477&sid=search&searchVariation=MLA24151065&position=42&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
Notebook Lenovo Ideapad1 15alc7 Ryzen 7 24gb Ram Ddr4 1tb Ssd Pcie Amd Radeon Graphics 1920 X 1080 Px Full Hd Freedos Color Abbys Blue,1.946.999,LENOVO,https://www.mercadolibre.com.ar/notebook-lenovo-ideapad1-15alc7-ryzen-7-24gb-ram-ddr4-1tb-ssd-pcie-amd-radeon-graphics-1920-x-1080-px-full-hd-freedos-color-abbys-blue/p/MLA42254350#polycard_client=search-nordic&wid=MLA1942675614&sid=search&searchVariation=MLA42254350&position=45&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
Notebook Hp Pavilion Plus 14-eh0101la Intel Core I7-1255u 16 Gb Ddr4 512 Gb Ssd 14  Oled 2880x1800px 90hz 100% Dci-p3 Hdr Nvidia Geforce Rtx 2050 Teclado Español Windows 11 Home Azul,1.849.299,HP,https://www.mercadolibre.com.ar/notebook-hp-pavilion-plus-14-eh0101la-intel-core-i7-1255u-16-gb-ddr4-512-gb-ssd-14-oled-2880x1800px-90hz-100-dci-p3-hdr-nvidia-geforce-rtx-2050-teclado-espanol-windows-11-home-azul/p/MLA40007365#polycard_client=search-nordic&wid=MLA1443628703&sid=search&searchVariation=MLA40007365&position=39&search_layout=stack&type=product&tracking_id=63542362-fb0a-4337-abf4-7dcff908ab72,2024-11-20 17:07:00
